name,vote_count,vote_average,revenue
Lonely Film Productions GmbH & Co. KG.,1494.3333333333333,6.533333333333334,156759162.66666666
October Pictures,1443.0,5.5,156505388.0
Summit Entertainment,1626.9622641509434,6.2566037735849065,156187547.73584905
Rogue Marble,858.0,6.5,155721132.0
It's a Laugh Productions,465.0,6.0,155545279.0
Millar Gough Ink,465.0,6.0,155545279.0
Linovo Productions GmbH & Co. KG,1556.0,6.3,155010032.0
Pacific Title and Art Studio,1556.0,6.3,155010032.0
Milk & Honey,1556.0,6.3,155010032.0
Justin Pictures,1556.0,6.3,155010032.0
Obelisk Productions,1545.0,5.8,154984035.0
Really Useful Films,448.0,7.0,154648887.0
Media Rights Capital,2066.3636363636365,6.136363636363637,154565684.0
Lawrence Gordon Productions,1852.1666666666667,6.383333333333333,154414983.5
Baltimore Spring Creek Productions,406.0,6.0,153967794.66666666
Zaftig Films,2588.0,6.7,153962963.0
Practical Pictures,914.3333333333334,5.7,153924646.66666666
Hey Eddie,630.6666666666666,5.166666666666667,153581044.0
Got Films,1288.0,6.3,152925093.0
Saw 2 Productions,1288.0,6.3,152925093.0
The Mark Gordon Company,1625.2857142857142,6.271428571428571,152897385.7142857
Protozoa Pictures,1918.0,6.6800000000000015,152882096.6
Red Wagon Productions,631.0,7.05,152646261.0
Fat Free,979.0,6.8,152500343.0
Mystery Clock Cinema,1378.0,5.433333333333334,152269363.33333334
Key Creatives,2276.0,6.949999999999999,152172598.5
Prana Animation Studios,286.0,5.8,151165787.0
Art In Motion,731.0,6.3,151161491.0
Pontchartrain Productions,2049.0,7.4,151119219.0
Versátil Cinema,2049.0,7.4,151119219.0
Scott Free Productions,1507.896551724138,6.537931034482759,150733335.68965518
Pyramania,1303.0,5.2,150680864.0
Fox 2000 Pictures,1145.6,6.217499999999999,150010558.025
Icon Productions,971.4285714285714,6.614285714285714,149363681.7142857
Hollywood Studios International,1549.0,7.4,149295601.0
Spikings Entertainment,1549.0,7.4,149295601.0
New Line Productions,1174.0,6.3,148868835.0
Matter Productions,1174.0,6.3,148868835.0
Virtual Studios,2085.714285714286,6.5,148705744.42857143
Resident Evil Productions,1308.0,6.1,148412065.0
Gotham Group,2042.8,6.26,148397827.6
Metro-Goldwyn-Mayer (MGM),1169.3333333333333,6.091666666666667,148227511.35
Gold/Miller Productions,875.25,6.225,148177717.75
Happy Madison Productions,927.5217391304348,5.6521739130434785,148099281.5652174
Monkey Dance Productions,434.0,6.0,147880543.0
Pistolero Productions LLC,453.0,5.8,147845033.0
Jonathan Krane Group,946.0,6.1,147080413.0
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,1009.3333333333334,5.966666666666666,146795163.83333334
Splendid Pictures,1450.3333333333333,5.966666666666666,146576373.66666666
Constantin Film Produktion,1432.3,5.970000000000001,146325516.6
Thunder Road Pictures,1307.2222222222222,5.911111111111111,145961199.55555555
Reserve Room,569.0,6.2,145896422.0
Zide-Perry Productions,1059.6666666666667,5.8500000000000005,145637637.66666666
DreamWorks,1062.0,6.44,145391475.8
Adam Schroeder Productions,1965.0,6.6,145000000.0
British Broadcasting Corporation (BBC),1230.6666666666667,5.266666666666667,144737341.33333334
Type A Films,361.5,5.25,144324269.5
Figment Films,1271.0,6.3,144056873.0
Plan B Entertainment,1670.8666666666666,6.760000000000002,143918554.53333333
Kalima Productions GmbH & Co. KG,1310.75,6.4,143684841.0
Bluegrass Films,1226.375,6.2124999999999995,143334379.75
Kaplan/Perrone Entertainment,974.5,5.65,142938865.0
Mosaic Media Group,834.5454545454545,5.845454545454545,142280264.0
Bandito Brothers,990.0,6.199999999999999,142275201.0
Sony Pictures Releasing,1191.888888888889,5.788888888888888,142060916.0
Imaginary Forces,1416.0,6.0,141957699.0
Gerber Pictures,1313.0,6.3,141889721.33333334
Flower Films (II),866.6666666666666,6.133333333333333,140983145.83333334
Initial Entertainment Group (IEG),1581.4285714285713,7.071428571428571,140477725.2857143
NPV Entertainment,955.0909090909091,5.913636363636363,140327666.13636363
Sunstar Entertainment,1699.0,8.0,140302754.0
Screen Australia,1699.0,8.0,140302754.0
Aquarius Films,1699.0,8.0,140302754.0
Little Bird,1065.0,6.633333333333333,139703028.33333334
Gunn Films,682.4,5.640000000000001,139613768.6
Marubeni,1124.5,5.15,138853318.0
Wayans Bros. Entertainment,796.6,5.68,138812745.6
Big Lou House Productions,376.0,5.4,138259062.0
Ed Friendly Productions,376.0,5.4,138259062.0
Start Motion Pictures,1521.6666666666667,6.333333333333333,137799405.66666666
Lauren Levine Productions Inc.,1146.0,7.0,137587063.0
LivePlanet,922.3333333333334,6.016666666666667,137120394.5
Technical Black,835.0,7.4,136706683.0
Run It Up Productions Inc.,835.0,7.4,136706683.0
Serendipity Productions,758.0,5.8,136150434.0
Josephson Entertainment,992.0,6.0,135794951.33333334
Sony Pictures Entertainment,1078.3333333333333,6.083333333333333,135619947.16666666
Vaughn Productions,1215.0,7.2,135560026.0
Mikona Productions GmbH & Co. KG,1106.0,6.4750000000000005,135537234.5
Mace Neufeld Productions,1245.6,6.32,135476660.4
Central Films,1083.0,6.9,135330182.0
LStar Capital,1905.111111111111,6.1499999999999995,134918707.3888889
Marc Platt Productions,1588.4666666666667,6.426666666666667,134895699.0
Smart Entertainment,1779.0,5.15,134724221.5
Gidden Media,813.0,6.4,134402450.0
Nickelodeon Movies,652.75,5.5874999999999995,134014076.70833333
Marcy Media,472.0,6.0,133821816.0
Ehman Productions,795.0,5.5,133718711.0
Goldcrest Pictures,1210.7777777777778,6.033333333333333,133590407.1111111
Crystal Sky Pictures,1097.0,5.233333333333333,133389058.0
Wonderland Sound and Vision,1006.6666666666666,5.983333333333333,132884313.5
Goldmann Pictures,931.6666666666666,5.6000000000000005,132823425.33333333
Deutsche Filmförderfonds (DFFF),1503.0,6.366666666666667,132761704.0
Fünfte Babelsberg Film,4562.0,7.7,132511035.0
Rice Films,717.0,5.75,132451907.0
Nouvelles Éditions de Films (NEF),945.0,5.6,132274484.0
DisneyToon Studios,289.3333333333333,5.833333333333333,132236156.33333333
Dune Entertainment III,1180.3076923076924,5.976923076923077,132085672.1923077
Bewitched,463.0,4.8,131426169.0
NEW Century,1454.0,6.8,131282949.0
Sor Productions,1454.0,6.8,131282949.0
Broken Road Productions,814.8333333333334,5.516666666666666,131056681.66666667
Impact Pictures,1218.6666666666667,5.7555555555555555,130728072.66666667
Five Drops,3031.0,6.6,130482868.0
Dreams of Dragon Picture,3031.0,6.6,130482868.0
Ascension Pictures,3031.0,6.6,130482868.0
Cloud Atlas Productions,3031.0,6.6,130482868.0
ARD Degeto Film,3031.0,6.6,130482868.0
Media Asia Group,3031.0,6.6,130482868.0
MMCB Film Produktion 2004,421.0,5.4,130431368.0
Wild West Picture Show Productions,757.2,5.5,130338177.4
Pearl Street Films,1150.25,6.4,130332305.5
Mutual Film Company,1202.857142857143,5.7,130264153.57142857
De Line Pictures,975.8888888888889,5.788888888888888,130162224.22222222
Rat Entertainment,1237.5,5.6,129942545.25
TF1,1677.0,6.449999999999999,129851912.5
Easy There Tiger Productions,579.0,6.6,129540499.0
Davis-Films,1180.5,5.93,129409147.7
Constantin Film Ltd.,1286.0,6.1,129394835.0
Dozen Canada Productions,542.0,5.8,129181830.0
Kickstart Productions,1327.0,6.2,129138077.5
M.G. Films,2401.0,6.9,129042871.0
Peter Frankfurt Productions,1276.0,5.7,128905366.0
Shawn Danielle Productions Ltd.,1276.0,5.7,128905366.0
Clipsal Films,407.0,6.3,128884132.0
David Brown Productions,693.5,6.449999999999999,128839452.0
Infinitum Nihil,1718.8,6.1,128685018.2
Aardman Animations,784.5,6.4,128456074.0
Failure to Launch Productions,407.0,5.5,128406887.0
Berlanti Productions,979.0,5.9,128388320.0
MFP Munich Film Partners GmbH & Company I. Produktions KG,1088.0,6.266666666666666,128354643.33333333
Avery Pix,612.8,6.24,128244859.6
Relativity Media,1060.8,6.124545454545455,127997181.71818182
Huayi Brothers,476.0,6.3,127906624.0
Electric Shepherd Productions,1677.0,6.5,127869379.0
Gambit Pictures,1677.0,6.5,127869379.0
Columbia Pictures Corporation,822.5333333333333,5.931111111111112,127839990.71111111
Regency Enterprises,1159.8,5.926,127393267.86
Konrad Pictures,714.25,6.3500000000000005,126807366.25
"Film Department, The",1522.0,7.2,126690726.0
Warp Films,1522.0,7.2,126690726.0
Evil Twins,1522.0,7.2,126690726.0
Marv Films,2281.625,6.65,126589907.625
BBC Earth,136.0,5.2,126546518.0
Evergreen Films,136.0,5.2,126546518.0
Evergreen MD,136.0,5.2,126546518.0
BBC Worldwide,136.0,5.2,126546518.0
BBC Earth MD (WWD),136.0,5.2,126546518.0
5150 Action,1296.0,6.124999999999999,126530837.5
Angry Films,1138.75,5.85,126436440.75
Cube Vision,630.0,6.233333333333333,126372692.66666667
Laurence Mark Productions,896.5,5.849999999999999,126322397.5
ME2 Productions,1236.0,5.3,125729635.0
Taleswapper,2354.0,6.6,125537191.0
Chartoff Productions,2354.0,6.6,125537191.0
Digital Domain,2354.0,6.6,125537191.0
Italian Tax Credit,846.3333333333334,5.866666666666667,125509401.0
Misher Films,921.1666666666666,6.083333333333333,125396474.16666667
Reliance BIG Entertainment,1105.8,5.74,125256439.0
Mike Zoss Productions,1344.142857142857,6.685714285714286,124926304.0
Anvil Films,481.0,7.2,124731534.0
Davis Entertainment,913.3913043478261,5.717391304347826,124298521.69565217
Outlaw Sinema,896.5,5.800000000000001,124290531.5
BillBlock Media,1381.6666666666667,5.8999999999999995,124027376.66666667
Hammerhead Productions,583.0,5.050000000000001,123960970.0
Televisió de Catalunya (TV3),1549.5,7.050000000000001,123763935.5
"Montecito Picture Company, The",1130.2,6.039999999999999,123482678.6
France 3 Cinema,344.0,6.8,123384128.0
Granada Film Productions,344.0,6.8,123384128.0
Future Films,344.0,6.8,123384128.0
Alphaville Films,693.1666666666666,6.033333333333334,123220851.33333333
Walt Disney Animation Australia,291.0,5.85,122771341.0
Castel Film Romania,519.5,6.35,122724974.0
MBC Beteiligungs Filmproduktion,455.0,6.1,122644820.0
Nanny McPhee Productions,742.0,6.4,122489822.0
Spyglass Entertainment,871.8529411764706,6.1000000000000005,122475420.29411764
Top Shelf Productions,1219.0,5.9,122444772.0
Liberty Pictures (II),1150.0,7.0,122233971.0
8:38 Productions,3183.0,7.9,122126687.0
Bristol Bay Productions,460.5,6.45,122000510.0
Quinta Communications,671.0,6.9,121975011.0
TIK Film,1478.0,6.5,121790373.0
Escape Artists,1340.7857142857142,6.207142857142857,121775474.35714285
Bedford Falls Productions,1397.6666666666667,6.966666666666666,121072565.66666667
Good Universe,1347.6666666666667,6.1499999999999995,120946039.0
Winking Productions,553.0,6.7,120455994.0
Anarchos Productions,2230.4,6.279999999999999,120277947.8
LBI Entertainment,928.0,6.5,120081841.0
Alphaville Productions,400.0,5.8,119940815.0
Mark Canton Productions,968.3333333333334,5.5,119437618.66666667
Moguletta,440.0,5.7,119269486.0
J.K. Livin Productions,440.0,5.7,119269486.0
Desertlands Entertainment,440.0,5.7,119269486.0
11:11 Mediaworks,287.0,5.3,119188334.0
Unfaithful Filmproduktion GmbH & Co. KG,282.0,6.3,119137784.0
Weimaraner Republic Pictures,1619.0,6.2,119100758.0
Playtone Production,342.0,6.5,119000410.0
Big Kid Pictures,1606.6666666666667,6.2,118952476.0
TPS Star,2381.5,6.5,118663442.5
Free State Pictures,1404.0,6.3999999999999995,118482352.0
Mars Media Beteiligungs,459.0,6.6,118445095.0
Province of British Columbia Production Services Tax Credit,1701.2857142857142,6.771428571428571,118428638.28571428
Yucaipa Films,1101.5,6.15,118347551.0
Gary Sanchez Productions,1006.8888888888889,5.766666666666667,118260812.1111111
The Safran Company,1048.125,6.1875,118244052.875
Point Grey Pictures,1975.8333333333333,5.966666666666666,118066865.5
Gold Circle Films,570.4444444444445,5.8999999999999995,117833576.8888889
Constantin Film International,1294.0,5.2,117831631.0
Matinee Pictures,1000.0,5.8,117719158.0
See Me Louisiana,5635.0,7.3,117698894.0
SOIXAN7E QUIN5E,5635.0,7.3,117698894.0
New Legacy,1522.5,6.0,117629673.0
Tapestry Films,690.0,5.9,117583273.4
Visual Arts Entertainment,359.0,5.5,117575636.0
Finestkind,933.0,6.6,117487473.0
Black and Blu Entertainment,933.0,6.6,117487473.0
Albert S. Ruddy Productions,1539.5,6.6,117136082.0
New Regency Pictures,1352.5428571428572,6.025714285714286,116933779.22857143
Film Colony,1269.0,7.2,116766556.0
BenderSpink,1122.3333333333333,6.191666666666666,116691571.66666667
Illusion Entertainment,780.0,5.8,116643346.0
Mel's Cite du Cinema,721.6363636363636,5.763636363636365,116478355.72727273
Sony Pictures Entertainment (SPE),1465.2,5.869999999999999,116462753.5
Room 101,513.4,5.16,116363133.2
Salamander Pictures,1134.0,7.2,115922175.0
Follow Through Productions,1134.0,7.2,115922175.0
Pam Williams Productions,1134.0,7.2,115922175.0
Le Grisbi Productions,2783.25,7.075,115499314.0
KMP Film Invest,686.5,6.199999999999999,115050729.0
Yannix Technology Corporation,608.0,5.8,114908830.0
Cecchi Gori Group Tiger Cinematografica,608.0,5.8,114908830.0
WTC Productions,608.0,5.8,114908830.0
Biride Productions,884.0,5.9,114663461.0
Sunrise Entertainment (II),884.0,5.9,114663461.0
Motion Picture Production GmbH & Co. Erste KG,531.0,6.7,114660784.0
Wheelhouse Entertainment,531.0,6.7,114660784.0
Dark Horse Entertainment,1300.5714285714287,5.885714285714286,114653238.71428572
WideAwake,904.5,6.4,114501099.0
Tall Trees Productions,422.3333333333333,5.266666666666667,114295100.0
Eketahuna LLC,1092.0,6.7,114194847.0
Pendle Mountain Productions,980.0,5.2,114178613.0
Flashpoint Entertainment,879.0,6.7,114156230.0
Katalyst Films,1426.0,6.366666666666667,114000420.33333333
Imaginarium Entertainment Group,365.0,6.3,114000000.0
Fortress Features,365.0,6.3,114000000.0
Apaches Entertainment,1547.0,6.9,113463445.5
La Trini,1547.0,6.9,113463445.5
Apatow Productions,1015.3888888888889,6.083333333333333,113308635.3888889
Equity Pictures Medienfonds GmbH & Co. KG IV,1009.0,6.4,113244290.0
Gone North Productions,704.0,6.3,113086475.0
Filmförderanstalt (FFA),835.0,7.2,113019290.0
Mitteldeutsche Medienförderung (MDM),835.0,7.2,113019290.0
Filmförderungsanstalt (FFA),835.0,7.2,113019290.0
Filmstiftung Nordrhein-Westfalen,835.0,7.2,113019290.0
Vertigo Entertainment,1099.8095238095239,5.976190476190476,112863986.23809524
Twisted Pictures,1059.875,6.1875,112565651.625
Essential Media & Entertainment,1256.0,7.3,112544580.0
Penn Station Entertainment,799.0,6.0,112478070.0
Blumhouse,500.0,5.2,112462508.0
Metro-Goldwyn-Mayer Pictures,1225.0,5.9,112343513.0
Abraham Productions,1297.0,5.5,112265139.0
Location Gourmet,1297.0,5.5,112265139.0
Miramax,879.1428571428571,6.114285714285714,112156165.42857143
Good Machine,805.0,6.583333333333333,112083087.33333333
Guy Walks into a Bar Productions,694.0,5.75,112024298.5
3 Arts Entertainment,1226.0,6.211111111111111,111787055.0
Sketch Films,1650.3333333333333,5.833333333333333,110853161.66666667
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 2 KG,906.5,6.35,110778210.0
Fipex Holding,1198.0,5.949999999999999,110440620.0
Casual Friday Productions,919.0,6.0,110230332.0
LionsGate,1040.0,4.6,110140914.0
Walt Disney Animation Canada,304.0,6.1,109862682.0
Zadan / Meron Productions,771.3333333333334,6.633333333333333,109788612.66666667
Sideways Productions Inc.,484.0,6.9,109502303.0
Strike Entertainment,1540.7142857142858,6.371428571428571,109388420.71428572
Odyssey Entertainment,275.0,6.05,109224616.0
Evolution Entertainment,1156.8,6.56,109035150.8
Disneynature,136.0,7.5,109000000.0
BBC,136.0,7.5,109000000.0
Great Wight Productions/ Osford Films,347.0,5.8,108609310.0
Sanctum Australia,347.0,5.8,108609310.0
Parkway Pictures (I),630.0,7.3,108539911.0
Barry Mendel Productions,1088.25,7.0,108494882.75
Spectrum Effects,2537.0,6.8,108286421.0
Dickhouse Productions,521.5,6.05,108056924.5
Red Hour Films,1182.3333333333333,6.055555555555555,107759473.8888889
Radar Pictures,974.4545454545455,5.845454545454545,107659700.36363636
Working Title Films,1001.4545454545455,6.575757575757576,107522306.96969697
World 2000 Entertainment,658.0,6.466666666666666,107341629.0
Chainsaw Productions LLC,670.0,6.1,107071655.0
Bay Films,1284.5,6.45,106952100.0
Mediapro,1221.0,6.566666666666667,106924250.66666667
Mayhem Pictures,345.6666666666667,6.0,106864807.33333333
Warner Bros. Animation,609.2222222222222,6.2666666666666675,106756551.44444445
Karz Entertainment,676.0,5.800000000000001,106594628.0
Rational Packaging Company,540.0,6.3,106371651.0
Lansdown Films,540.0,6.3,106371651.0
Mandeville Films,957.5833333333334,5.966666666666666,106247940.5
Leverage Management,1163.0,6.75,106197800.5
QED International,1659.7777777777778,6.133333333333334,105652895.22222222
Laika Entertainment,1173.6,7.1,105423234.6
Reforma Films,847.0,5.6,105316267.0
MFP Munich Film Partners,408.0,6.1,105178561.0
AZL Productions KG,408.0,6.1,105178561.0
Phase 1 Productions,408.0,6.1,105178561.0
Touchstone Pictures,758.6363636363636,6.375757575757575,105119376.8030303
Hand Made Films,573.0,5.6,104945765.0
Ilion Animation Studios,573.0,5.6,104945765.0
Inside Track Films,1023.0,6.55,104591931.5
Annapurna Pictures,1711.25,6.575,104580382.16666667
Hammer & Tongs,1340.0,6.6,104478416.0
Ollin Studio,3124.0,6.6,104399548.0
Firm Films,647.8571428571429,6.042857142857143,104232035.0
Caro-McLeod,442.0,6.0,104155843.0
Katira Productions GmbH & Co. KG,442.0,6.0,104155843.0
Grosvenor Park Productions,795.5,6.85,103995279.0
Mythology Entertainment (II),1037.5,6.4,103954145.5
Saw Productions Inc.,2255.0,7.2,103911669.0
White Noise Factory,1006.0,4.9,103590271.0
Pathé Renn Productions,530.3333333333334,6.633333333333333,103486655.66666667
DreamWorks Pictures,637.6666666666666,6.2333333333333325,103046830.1111111
Straight Up Films,2339.0,5.9,103039258.0
UIP,595.0,6.5,102854431.0
Beacon Communications,459.6666666666667,6.266666666666667,102680398.66666667
Pariah,3655.0,7.2,102391382.0
New Amsterdam Entertainment,1039.0,6.8,102356381.0
Langley Park Production,1393.0,6.5,102279020.5
Burg/Koules Productions,604.0,7.0,102244770.0
Olive Bridge Entertainment,1319.25,6.3,102065142.5
Kernos Filmproduktionsgesellschaft & Company,414.5,6.75,102058339.0
Is or Isn't Entertainment,131.0,6.0,102000000.0
Cappa Productions,1526.0,7.0,102000000.0
Company Films,1513.0,6.1000000000000005,101801344.33333333
Prototype,263.0,4.6,101758490.0
Lionsgate,1226.4426229508197,5.921311475409837,101474933.63934426
Next Entertainment,660.25,5.725,101236231.75
Internationale Scarena Filmproduktionsgesellschaft 2,815.0,6.7,101229792.0
Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG,552.0,5.8999999999999995,101205801.33333333
David Dobkin Productions,714.5,5.8,101111268.5
Cross Creek Pictures,1542.0,6.38,101032636.2
Starz Animation,646.6666666666666,5.833333333333333,100646946.66666667
Scott Rudin Productions,1092.5625,6.503125,100577162.375
Wild Things Productions,580.0,6.4,100086793.0
Kopelson Entertainment,223.0,6.0,100020092.0
Anka Film,982.0,5.9,99965753.0
Starlite Films,2278.0,6.5,99318987.0
Participant Productions,860.6666666666666,7.066666666666666,99290844.66666667
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,558.0,5.333333333333333,99177667.66666667
Saturn Films,871.9375,6.0562499999999995,98926518.3125
Head Gear Films,1262.0,6.3,98837872.0
Alcon Entertainment,944.4444444444445,6.133333333333334,98809038.5
Two Ton Films,779.5,6.35,98595925.0
USA Films,361.3333333333333,6.633333333333333,98547912.0
Magical Elves Productions,156.0,4.8,98441954.0
Scooter Braun Films,156.0,4.8,98441954.0
ApolloProScreen Filmproduktion,1172.0,7.2,98410061.0
Harris Company,1172.0,7.2,98410061.0
Riddick Canada Productions,2066.0,6.2,98337295.0
Michael London Productions,1070.5,7.0,98208660.0
Aversano Films,792.0,5.7,98159963.0
Reel Chefs Catering,472.0,6.333333333333333,97873962.33333333
Jessie Nelson Productions,211.0,5.5,97838349.0
Konami,1093.0,6.3,97607453.0
Silent Hill DCP Inc.,1093.0,6.3,97607453.0
Temple Hill Productions,840.0,6.9,97594140.0
Chatrone,778.0,7.3,97437106.0
Intermedia,2268.5,7.199999999999999,97325314.0
Cheyenne Enterprises,655.625,6.075,97126000.125
Medienboard Berlin-Brandenburg,1741.0,6.65,96990030.5
KC Medien,1023.0,7.2,96976270.0
DOS,1023.0,7.2,96976270.0
Swanford Films,1023.0,7.2,96976270.0
Reperage,1023.0,7.2,96976270.0
MP Film Management,1023.0,7.2,96976270.0
Moonlighting Films,533.3333333333334,5.766666666666666,96913110.0
Motion Picture KAPPA Produktionsgesellschaft,776.0,6.6,96889998.0
Walt Disney Television Animation,216.66666666666666,6.099999999999999,96667844.0
Thirteen Productions,1260.0,6.3,96455697.0
Alberta Film Entertainment,1161.5,7.25,96377777.0
Imagenation Abu Dhabi FZ,910.0666666666667,6.266666666666667,96305645.8
Solomon/Hackett Productions,594.0,5.9,96269812.0
Conundrum Entertainment,594.6666666666666,5.616666666666667,96243437.0
Rome Film Commission,577.0,5.8,96047633.0
Lazio Film Commission,577.0,5.8,96047633.0
Hungarian National Film Office,577.0,5.8,96047633.0
Cold Spring Pictures,795.3333333333334,6.1000000000000005,95945126.33333333
Mark Johnson Productions,614.0,7.1,95714875.0
Curmudgeon Films,614.0,7.1,95714875.0
Subterranean Productions LLC,2556.0,6.6,95708457.0
Subterranean Productions UK Ltd.,2556.0,6.6,95708457.0
Underworld Produktions GmbH,2556.0,6.6,95708457.0
Laurinfilm,2556.0,6.6,95708457.0
Grosvenor Park Impact Productions,1495.0,6.9,95696996.0
Mirage Studios,349.0,6.0,95608995.0
Imagi Production,349.0,6.0,95608995.0
Offspring Entertainment,697.375,6.2875,95438246.0
Universal,935.6666666666666,6.333333333333333,95320142.33333333
Nina Saxon Film Design,296.0,5.4,95226116.0
Colombia Pictures,514.5,5.8,95195735.5
Mirage Enterprises,409.3333333333333,6.550000000000001,94948362.66666667
Prufrock Pictures,433.0,5.4,94728529.0
Dee Gee Entertainment,433.0,5.4,94728529.0
IMF Internationale Medien und Film GmbH & Co. Produktions KG,433.0,5.4,94728529.0
DMG Entertainment,2637.0,6.0,94599989.66666667
Lava Bear Films,2228.3333333333335,5.6000000000000005,94499688.0
Deep River Productions,378.5,5.25,94454570.5
Virgin Produced,1328.4,5.88,94357207.2
Egmond Film & Television,648.0,5.949999999999999,94223510.5
Covert Media,1429.0,5.7,94073028.0
Ninjas Runnin' Wild Productions,1429.0,5.7,94073028.0
Sean Daniel Company,642.0,5.3,94061311.0
4M,455.0,6.3,94000000.0
Velocity Productions,359.0,5.7,93945766.0
Surf Film,1300.0,6.5,93820758.0
"Enelmar Productions, A.I.E.",1300.0,6.5,93820758.0
K. JAM Media,1300.0,6.5,93820758.0
New Zealand Large Budget Screen Production Grant,1101.0,6.6,93525586.0
Allegiance Theater,1096.0,6.5,93282604.0
Smokehouse Pictures,1043.75,6.2625,93067355.25
Ciné+,1844.8,6.2,92926850.6
Grand Slam Productions,1007.0,6.4,92913171.0
Boxing Cat Films,195.0,5.425,92723159.0
Bull's Eye Entertainment,1414.5,7.15,92662539.0
Crave Films,1924.6666666666667,6.7,92484269.33333333
Spring Creek Productions,849.3333333333334,6.283333333333332,92426841.83333333
Internationale Filmproduktion Stella-del-Süd,575.0,6.4,92380927.0
Stuber/Parent,575.0,6.4,92380927.0
ShadowCatcher Entertainment,588.0,6.4,91974818.0
Daniel Bobker Productions,588.0,6.4,91974818.0
Brick Dust Productions LLC,588.0,6.4,91974818.0
Revolution Studios,614.0344827586207,5.689655172413793,91968358.51724137
Studio Canal,867.2727272727273,6.581818181818181,91847646.27272727
Riche-Ludwig Productions,2112.0,7.3,91709827.0
Bernard Gayle Productions,531.0,6.5,91636986.0
UW3 Film Productions,1447.0,6.2,91353501.0
Corus,267.0,5.6,91196419.0
White Noise UK Ltd.,267.0,5.6,91196419.0
The Movie Network (TMN),267.0,5.6,91196419.0
Icon Entertainment International,488.7142857142857,6.1571428571428575,91056940.0
Prime Universe Productions,1082.5,5.7,90966601.5
Daybreak Productions,1082.5,5.7,90966601.5
Curse Productions,995.0,6.2,90810892.0
Ruby Films,1005.5,6.6,90636969.0
Mr. Smith Productions,1649.0,6.2,90565421.0
KirchMedia,526.0,5.6,90383208.0
FilmWorks,486.0,6.4,90329279.0
Vinyl Films,774.8,6.340000000000001,89827756.0
Three Strange Angels,645.0,6.5,89796478.0
Lennox House Films,1661.0,5.9,89792502.0
platinum studios,1098.0,4.95,89728193.5
Bazelevs Production,1097.5,5.566666666666666,89656789.5
Living Films,1343.25,6.125,89647321.5
Samuel Goldwyn Films,960.8,6.92,89604783.8
Metropolitan Filmexport,693.6666666666666,6.533333333333334,89450147.66666667
Nitrogen Studios Canada,1209.0,5.1,89395550.0
20th Century Fox Russia,2498.0,6.0,89328627.0
Silver Bullet Productions (II),2361.0,5.9,89289910.0
Classic Media,2361.0,5.9,89289910.0
Blind Wink Productions,2361.0,5.9,89289910.0
DreamWorks Studios,516.0,7.3,88880821.0
DefyNite Films,5499.0,7.0,88761661.0
MJW Films,5499.0,7.0,88761661.0
Rainforest Films,372.0,6.24,88727565.6
Kanzaman,509.2857142857143,5.785714285714286,88414618.14285715
Rocklin / Faust,2751.0,7.8,88346473.0
First Look Media,2751.0,7.8,88346473.0
Jackie Chan Films Limited,707.0,6.0,88323487.0
All Knight Productions,707.0,6.0,88323487.0
MacDonald/Parkes Productions,500.0,6.9,88065239.0
RV Camping Productions Ltd.,503.0,5.6,87528173.0
Twentieth Century Fox,438.5,6.0,87115349.0
Troublemaker Studios,1200.75,6.074999999999999,87037721.625
Jersey Films,533.375,6.4,87011561.375
Lion Rock Productions,469.5,5.85,86949038.5
Jinks/Cohen Company,875.0,6.3999999999999995,86930966.0
Contagious Entertainment,1657.0,7.1,86915017.0
Pathé Pictures International,527.0,6.949999999999999,86849634.0
Fortis Films,454.5,5.525,86773074.75
Opus Pictures,2910.0,6.7,86758912.0
Moho Film,2910.0,6.7,86758912.0
SnowPiercer,2910.0,6.7,86758912.0
MDBF Zweite Filmgesellschaft,517.0,6.5,86658558.0
Will Packer Productions,377.75,5.800000000000001,86493093.0
Hal Lieberman Company,776.0,6.5,86443854.0
Max Stronghold Productions Inc.,568.0,5.8,86369815.0
Joint Effort,1392.0,6.8,86234523.0
Madhouse Entertainment,1429.6666666666667,6.366666666666667,86064346.0
Gulfstream Pictures,709.5,6.199999999999999,85956385.0
Michael Lobell Productions,582.0,6.4,85632458.0
Fireworks Pictures,531.0,6.0,85498534.0
Abandon Entertainment,625.0,5.2,85416905.0
Foxtor Productions,625.0,5.2,85416905.0
Collision Entertainment,625.0,5.2,85416905.0
Depth Entertainment,625.0,5.2,85416905.0
Banter,281.0,5.1,85280250.0
Square USA,441.0,5.9,85131830.0
Contrafilm,547.6666666666666,5.922222222222222,84679311.0
Ghost House Pictures,802.4,5.709999999999999,84592962.5
Santa Frost Productions,241.0,5.0,84500122.0
Dune Films,547.4,6.36,84412257.4
Stuber Productions,758.6666666666666,5.8,84381977.66666667
Blumhouse Productions,1141.1851851851852,5.729629629629629,84292906.18518518
Depth of Field,405.6,6.04,84273906.4
Senator International,432.3333333333333,5.366666666666667,84222487.0
Extension 765,572.5,5.65,84114766.5
Team Downey,1433.0,7.2,83719388.0
Friendly Films Productions,322.0,5.3,83615414.0
The Collective Studios,322.0,5.3,83615414.0
Jolie Pas,798.0,6.35,83585341.5
SKA Films,2953.0,7.7,83557872.0
